"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"With a deal in the cart, attempting to apply any coupon code is blocked client-side with 'Cannot combine coupons with deals' — the check fires before validation, so no seeded coupon is needed.","2916","TC-197: a coupon cannot be combined with a deal in the cart","customer","2026-07-20","passed","2026-07-20","Customer — Deals","","",""
"","3157","TC-05: admin can open the action menu on a demo row","dashboard","2026-07-20","passed","2026-07-20","Admin — Demo Request Actions","","",""
"The stepper shows all four steps: Check Status, Create Account, Verify Details, Start Accepting.","2444","TC-47: setup page shows the 4-step Stripe onboarding stepper","dashboard","2026-07-20","passed","2026-07-20","Owner — Payment Settings (Stripe Setup) > Setup page","","",""
"Selecting Fixed Amount as the discount type and a positive dollar value creates the coupon.","4556","TC-145: owner can create a FIXED_AMOUNT coupon","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Selecting the 'Last 7 days' preset and applying it re-fetches the dashboard for the new window: the request fires, the picker closes, and the page resolves again with no load error.","3969","TC-129: changing the range to Last 7 days reloads the dashboard","dashboard","2026-07-20","passed","2026-07-20","Owner — Analytics Tab","","",""
"Searching orders for a query that matches nothing shows the 'No orders found' empty state instead of an error or a stale table.","3770","TC-70: searching for a nonexistent order shows the empty state","dashboard","2026-07-20","passed","2026-07-20","Owner — Orders Tab","","",""
"Typing a coupon's code into the search box narrows the table to matching rows.","4409","TC-153: Manage Coupons search filters by code","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"The restaurant created in globalSetup appears as a card on the list page.","2630","TC-14: seed restaurant card is visible with the correct restaurant name","dashboard","2026-07-20","passed","2026-07-20","Owner — My Restaurants List","","",""
"Opening Delete and clicking Cancel (without typing the confirm word) does not delete the coupon.","5409","TC-161: cancelling the delete confirmation leaves the coupon untouched","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"The admin Create Organization Coupon form offers the Free Delivery type; selecting it hides the Discount Value field (the fee waiver is computed at checkout) and repurposes Maximum Discount as the fee cap. Form is cancelled — nothing is created.","3284","TC-211: the org coupon form supports Free Delivery with no discount value","dashboard","2026-07-20","passed","2026-07-20","Admin — Marketing campaign events","","",""
"","5863","TC-115: admin can change a user's role","dashboard","2026-07-20","passed","2026-07-20","Admin — User Management > Settings tab","","",""
"Select Delivery, resolve a fee quote, then apply the free-delivery code: the coupon applies and the order summary shows the delivery fee waived ('Free'). Skips cleanly when the restaurant is pickup-only, Google Places yields no suggestion, or delivery is not available at the address (external dependencies, mirroring TC-126).","14667","TC-215: on a delivery order the code waives the fee and shows Free","customer","2026-07-20","skipped","2026-07-20","Customer — Free-delivery coupon","","",""
"","0","TC-165: guest purchases a gift card as a Send-as-Gift preset denomination","customer","2026-07-20","skipped","2026-07-20","Customer — Gift Cards","","",""
"","3936","TC-60: invalid credentials show an error","dashboard","2026-07-20","passed","2026-07-20","Public — Sign in","","",""
"","1","TC-02: receive confirmation email after demo request submission","dashboard","2026-07-20","skipped","2026-07-20","Demo Request — Public Form","","",""
"QA email is fully sandboxed (every send lands in the shared Mailpit inbox, never a real customer), so the enabled run-now path is exercised for real: cap the daily pace to 1, enable Win-Back, run it, and — when candidates exist — verify the send row flips SENT and the email arrives in Mailpit. State (enabled flag + caps) is restored afterwards.","1562","TC-210: run-now on an enabled automation queues sends and delivers to the sandbox inbox","dashboard","2026-07-20","passed","2026-07-20","Admin — Marketing automations","","",""
"Typing a date/time into the masked MM/DD/YYYY hh:mm aa field and clicking Schedule Demo flips status to Scheduled and sets scheduledDemoAt.","6205","TC-11: admin can schedule a demo","dashboard","2026-07-20","passed","2026-07-20","Admin — Demo Request Actions","","",""
"A password under 8 characters shows an inline validation error on blur (client-side validation; submit is never attempted here).","2290","TC-96: a weak password is rejected client-side","dashboard","2026-07-20","passed","2026-07-20","Public — Sign up","","",""
"The subscription page shows a Plan Details section with the current plan and price — read-only assertions only, no mutation of the shared QA account's real billing state.","2763","TC-85: subscription page shows plan details","dashboard","2026-07-20","passed","2026-07-20","Owner — Subscription & Billing","","",""
"Applying a freshly purchased, fully-funded gift card at checkout shows the 'Gift card applied' discount summary in the Gift Card box.","2593","TC-171: a valid gift card applied at checkout shows the discount","customer","2026-07-20","passed","2026-07-20","Customer — Checkout gift card","","",""
"Full happy path: pre-seeded cart → fill form → Proceed to Payment → fill Stripe VISA test card → Complete Order → Order Confirmed page.","10236","TC-26: customer can complete a full order with Stripe test card and reach Order Confirmed","customer","2026-07-20","passed","2026-07-20","Customer — Order Placement","","",""
"The coupon code field has maxLength=20 — typing a longer string is truncated at the input level.","3221","TC-152: coupon code input truncates at 20 characters","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Expanding the Coupons accordion and clicking Create Coupon loads the coupon form.","3624","TC-30: owner can navigate to the Create Coupon form","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Clicking the Code column header toggles the sort direction without erroring.","3750","TC-157: Manage Coupons table sorts by Code","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"The row action menu's Duplicate option opens the create form pre-filled with '<code>-COPY', and submitting it creates a second, independent coupon.","20191","TC-159: Duplicate pre-fills a new coupon form from an existing coupon","dashboard","2026-07-20","failed","2026-07-20","Owner — Coupons","","",""
"","3084","TC-103: submit is disabled until a role is selected","dashboard","2026-07-20","passed","2026-07-20","Admin — User Management > Invite dialog","","",""
"","2","TC-58: employee can reach menu management","dashboard","2026-07-20","skipped","2026-07-20","Access — Restaurant management (shared screens)","","",""
"","4396","TC-104: inviting an existing email is rejected","dashboard","2026-07-20","passed","2026-07-20","Admin — User Management > Invite dialog","","",""
"","4596","TC-117: admin can send a password reset email","dashboard","2026-07-20","passed","2026-07-20","Admin — User Management > Settings tab","","",""
"Pre-authenticated owner navigates to /restaurant/stores and verifies the page heading.","2449","TC-13: owner can reach /restaurant/stores and see the My Restaurants heading","dashboard","2026-07-20","passed","2026-07-20","Owner — My Restaurants List","","",""
"?tab=marketing-automations shows the Automated Marketing section, the master switch, and one row per program from the settings API.","3160","TC-206: the deep link renders the section with every program row","dashboard","2026-07-20","passed","2026-07-20","Owner — Automated Marketing","","",""
"Searching the Assign autocomplete for the known ADMIN_EMAIL account, selecting it, and clicking Assign PUTs assignedToId — verified via the response body (the UI doesn't surface the assignee anywhere else).","7281","TC-10: admin can assign a demo request to a team member","dashboard","2026-07-20","passed","2026-07-20","Admin — Demo Request Actions","","",""
"Filling the form with a malformed email and clicking submit leaves the visitor on /demo with no success dialog (native email-type validation blocks it).","4937","TC-75: submitting an invalid email format does not submit the form","dashboard","2026-07-20","passed","2026-07-20","Demo Request — Public Form","","",""
"","0","TC-182: sign-up → employee creates and sets up a restaurant → admin assigns it → the new owner sees it live","dashboard","2026-07-20","skipped","2026-07-20","Onboarding — Full chain","","",""
"A Fixed Amount coupon submitted with a value of 0 shows 'Amount must be greater than 0' and does not create the coupon (complements TC-63, which covers the PERCENTAGE-range path).","4202","TC-148: a non-positive FIXED_AMOUNT value is rejected","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Clicking the copy-code icon on a row copies the code to the clipboard and shows a confirmation toast.","4527","TC-158: owner can copy a coupon code from the Manage Coupons list","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"After the /api/analytics/dashboard fetch completes, the page shows either the summary cards (when the range has orders) or the 'no data for this range' empty state — never a load error. This asserts the fetch path works regardless of the current QA data volume.","3302","TC-127: the analytics dashboard resolves to data or an empty state without erroring","dashboard","2026-07-20","passed","2026-07-20","Owner — Analytics Tab","","",""
"Clicking Analytics in the portal sidebar loads the Restaurant Analytics dashboard: title, refresh control, and the date-range selector are all present.","2979","TC-35: owner can open the Analytics tab and see the dashboard header","dashboard","2026-07-20","passed","2026-07-20","Owner — Analytics Tab","","",""
"When the owner clicks 'Set Up Stripe Account' the frontend POSTs to /api/stripe/account/restaurant/:id/create, receives an accountLinkUrl, and sets window.location.href to that URL (redirecting to Stripe).","2717","TC-53: clicking Set Up Stripe Account calls the create API and redirects to Stripe","dashboard","2026-07-20","passed","2026-07-20","Owner — Payment Settings (Stripe Setup) > Setup page — pre-connection state (mocked)","","",""
"Single-select groups render real radio inputs sharing one name: choosing a second option deselects the first.","2212","TC-190: a maxSelections=1 group behaves as a radio — picking B replaces A","customer","2026-07-20","passed","2026-07-20","Customer — Item Modifiers","","",""
"","2664","TC-61: unknown email shows an error","dashboard","2026-07-20","passed","2026-07-20","Public — Sign in","","",""
"Filtering by 'Active' hides an expired coupon (seeded with a past end date) from the list.","4348","TC-156: Manage Coupons status filter narrows to Active","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Customer fills First Name, Last Name, Email, Phone, selects Pickup, and clicks Proceed to Payment. Stripe payment section appears.","3616","TC-25: customer can fill checkout form and proceed to payment step","customer","2026-07-20","passed","2026-07-20","Customer — Checkout","","",""
"","4683","TC-114: the side sheet can be closed","dashboard","2026-07-20","passed","2026-07-20","Admin — User Management > Detail side sheet","","",""
"Filling the coupon code, discount value, start and end dates and clicking Create Coupon shows a success toast.","4172","TC-31: owner can fill and submit a new coupon","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"End user navigates to /demo, fills personal and business info, submits the form, and sees the success dialog.","3339","TC-01: submit demo request form and display success confirmation","dashboard","2026-07-20","passed","2026-07-20","Demo Request — Public Form","","",""
"Filling the Notes field and clicking Save Changes PUTs /api/demo-requests/:id and the side sheet auto-closes on success (no toast). Reopening confirms the note persisted server-side.","5871","TC-07: admin can edit and save notes in the View/Edit Details side sheet","dashboard","2026-07-20","passed","2026-07-20","Admin — Demo Request Actions","","",""
"Applying a code that doesn't exist shows an error and no discount is applied.","2218","TC-173: an invalid gift card code is rejected","customer","2026-07-20","passed","2026-07-20","Customer — Checkout gift card","","",""
"Flipping a program's Enabled switch persists to the backend; the test restores the original state so no automation is left accidentally enabled/disabled on QA.","4204","TC-203: the enabled switch toggles a program and persists","dashboard","2026-07-20","passed","2026-07-20","Admin — Marketing automations","","",""
"","1","TC-166: guest purchases a gift card with a custom amount","customer","2026-07-20","skipped","2026-07-20","Customer — Gift Cards","","",""
"Owner creates an empty category, then deletes it and verifies it no longer appears in the category tabs.","6064","TC-45: owner can delete a menu category","dashboard","2026-07-20","passed","2026-07-20","Owner — Menu Management > Category and item CRUD","","",""
"","3420","TC-09: admin sees delete confirmation and can cancel","dashboard","2026-07-20","passed","2026-07-20","Admin — Demo Request Actions","","",""
"Selecting an allowsDuplicates modifier reveals its Qty stepper; bumping quantity to 2 doubles that modifier's contribution ($10.00 + 2 × $1.50 = $13.00).","2723","TC-194: an allowsDuplicates modifier's quantity stepper multiplies its price","customer","2026-07-20","passed","2026-07-20","Customer — Item Modifiers","","",""
"Navigating to /restaurant/restaurantId/:id/restaurantManagement loads the portal shell with a sidebar drawer.","2708","TC-15: owner can navigate to the restaurant management page and the portal shell loads","dashboard","2026-07-20","passed","2026-07-20","Owner — Restaurant Management Portal","","",""
"","1","TC-143: employee can reach the publish page and see the Publish Restaurant button","dashboard","2026-07-20","skipped","2026-07-20","Employee — Publish menu","","",""
"","2568","TC-81: OWNER is denied the loyalty route (EMPLOYEE/ADMIN only)","dashboard","2026-07-20","passed","2026-07-20","Access — Role restrictions","","",""
"Clicking a row in the orders grid opens a detail dialog with order info, items, and totals — read-only assertions only; no status change/cancel/refund. An order is seeded via the API in beforeAll so a row is always present (no longer dependent on QA residue).","3950","TC-90: opening an order shows its detail view","dashboard","2026-07-20","passed","2026-07-20","Owner — Orders Tab","","",""
"","0","TC-177: a gift card that fully covers the order completes without a Stripe step","customer","2026-07-20","skipped","2026-07-20","Customer — Checkout gift card","","",""
"After narrowing the Order Status filter, the Reset button returns it to 'All Statuses' so the owner can clear a filter without reloading the page.","5371","TC-133: resetting the filters restores the default status","dashboard","2026-07-20","passed","2026-07-20","Owner — Orders Tab","","",""
"","0","TC-169: balance check shows the correct balance for a freshly purchased card","customer","2026-07-20","skipped","2026-07-20","Customer — Gift Cards","","",""
"","4554","TC-105: Owner role reveals the restaurant autocomplete","dashboard","2026-07-20","passed","2026-07-20","Admin — User Management > Invite dialog","","",""
"","0","TC-97: employee creates a restaurant on behalf of a client","dashboard","2026-07-20","skipped","2026-07-20","Employee — Create restaurant","","",""
"Tip is client-selected but the charged total is the server quote (amountToCharge): raising the tip preset raises the quoted Total, zeroing it via the custom input lowers it. Proves the tip → /quote round-trip, with no assumptions about tax math.","3083","TC-186: tip presets and custom tip flow into the server-quoted total","customer","2026-07-20","passed","2026-07-20","Customer — Checkout","","",""
"A customer order (seeded via the public order API at its real menu price, bumped to PENDING — no Stripe) appears in the restaurant's live current-orders feed, and can be driven PENDING → CONFIRMED → PREPARING → READY → PICKED_UP with each transition confirmed at the API source of truth.","1435","TC-100: a placed order is received on the POS and driven through the full lifecycle","pos","2026-07-20","passed","2026-07-20","POS — Order Lifecycle","","",""
"After partially filling the create form, Reset Form clears the code and description fields.","3341","TC-164: Reset Form clears the create-coupon form back to defaults","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Quote-wiring coverage for delivery (not a full delivery order — that needs QA's delivery provider + a deliverable address): selecting Delivery and entering an address fires /api/delivery/quote and the UI resolves to either an available fee or a not-available message. Skips cleanly when the restaurant is pickup-only or Google Places yields no suggestion (external dependency).","12854","TC-126: selecting Delivery drives the address → quote round-trip","customer","2026-07-20","skipped","2026-07-20","Customer — Checkout coupon & delivery","","",""
"POST /menu/item/new without a name field is rejected with a 4xx status, bypassing the UI.","240","TC-65: creating a menu item with no name is rejected","dashboard","2026-07-20","passed","2026-07-20","API — Negative cases","","",""
"The frontend doesn't gate gift-card redemption on whether a coupon is already applied (or vice versa) — both discounts show simultaneously. This documents currently-supported behavior; it does not touch the separate canCombineWithCoupons config flag, which isn't enforced by either side today (see TEST_COVERAGE.md's Known Technical Debt).","3929","TC-176: a coupon and a gift card can both be applied to the same order","customer","2026-07-20","passed","2026-07-20","Customer — Checkout gift card","","",""
"Filling in a Stripe DECLINED test card and clicking Complete Order shows a Payment Error on the checkout page instead of reaching Order Confirmed.","6124","TC-64: a declined card shows a payment error and does not place the order","customer","2026-07-20","passed","2026-07-20","Customer — Order Placement","","",""
"Owner navigates to /restaurant/restaurantId/:id/uber and the Uber Direct Delivery Settings heading is visible — this route is owner-reachable (guard includes Role.OWNER), unlike publish/tax/loyalty which are employee/admin-only.","2394","TC-82: owner can reach the Uber Eats delivery settings page","dashboard","2026-07-20","passed","2026-07-20","Owner — Uber Eats Delivery Settings","","",""
"Typing a substring of a coupon's description into the search box also matches that coupon.","4590","TC-154: Manage Coupons search filters by description","dashboard","2026-07-20","passed","2026-07-20","Owner — Coupons","","",""
"Base $10.00 item + $1.50 ADJUSTS_PRICE add-on → the Add to Cart label's live price reads $11.50.","2185","TC-192: an ADJUSTS_PRICE modifier adds its price to the item total","customer","2026-07-20","passed","2026-07-20","Customer — Item Modifiers","","",""
"","3281","TC-12: Proceed to Onboarding navigates to restaurant setup","dashboard","2026-07-20","passed","2026-07-20","Admin — Demo Request Actions","","",""
